Name,Address,Municipality,Categories,Cuisine_Type,Rating,Rating_Band,Latitude,Longitude,Is_Halal,Is_Vegetarian,Is_Vegan,Has_Parking,Is_Family_Friendly,Is_Romantic,Has_Scenic_View,Has_Outdoor,Has_Wifi,Dominant_Topic,Topic_Label,Topic_1_Pct,Topic_2_Pct,Topic_3_Pct
Adin Cafe,,Jln Gong Pasir,Restaurant,Other,5.0,Excellent (≥4.5★),4.74967329999999,103.4112521,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Azack Pizza,,Taman Sufa,Pizza Takeout,Other,5.0,Excellent (≥4.5★),4.75587209999999,103.416641399999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Kiddo'S Cafe,,Dungun,Restaurant,Other,5.0,Excellent (≥4.5★),4.7573973,103.416843599999,No,No,No,No,No,No,No,No,No,6,Seafood & Local Snacks,72.7,17.9,5.3
Ma Ani Selera Kampung,,Dungun,Restaurant,Other,3.0,Good (≥3.0★),4.76156449999999,103.421621399999,No,No,No,No,No,No,Yes,No,No,6,Seafood & Local Snacks,61.05,18.43,11.7
Cherating Tomyam Seafood,,Dungun,Restaurant,Other,5.0,Excellent (≥4.5★),4.7471268,103.4150918,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,65.4,13.85,6.43
Celup Tepung Tepi Pantai,,Dungun,Malaysian Restaurant,Malay,3.0,Good (≥3.0★),4.7562042,103.422884,Yes,No,No,No,No,No,Yes,Yes,No,4,Malay Review Sentiment,71.08,16.87,3.64
Eleven Kitchen Street,,Jalan Pak Sabah,Hamburger Restaurant,Western,5.0,Excellent (≥4.5★),4.7559444,103.4113892,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,66.47,8.1,7.67
Marrybrown,,Sura Gate,Fast Food Restaurant,Fast Food,1.0,Below Average (<3.0★),4.75664359999999,103.4192044,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,59.63,23.46,10.29
Mcdonald'S,,Jalan Baru Pak Sabah,Fast Food Restaurant,Fast Food,4.0,Very Good (≥4.0★),4.7552576,103.4144985,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,66.49,23.67,6.5
Burger Coconut Shake Pokyoko Dungun Terengganu Malaysia,,Kampung Sura Hujung,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.7248874,103.433511,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Joehan Nasi Kukus,,Dungun,Restaurant,Other,5.0,Excellent (≥4.5★),4.71961919999999,103.421025899999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,59.33,29.45,5.08
Snack Day,,Kampung Sura Jeti,Ice Cream Shop,Cafe,3.0,Good (≥3.0★),4.7518347,103.423865999999,No,No,No,Yes,Yes,Yes,Yes,No,No,6,Seafood & Local Snacks,54.59,31.77,9.21
Ak Steamboat,,Jalan Bunga Raya 3,Restaurant,Other,2.0,Below Average (<3.0★),4.7458094,103.416332599999,No,No,No,No,Yes,No,Yes,No,No,4,Malay Review Sentiment,71.78,15.45,7.61
Sushi King,,Kuala Terengganu,Japanese Restaurant,Japanese,5.0,Excellent (≥4.5★),4.757637,103.418072999999,No,No,No,No,Yes,No,No,No,No,1,Overall Dining Experience,74.11,16.99,5.51
Kedai Makan D'Ru,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),4.75409589999999,103.414811899999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Ayam Pusing 360,,Kampung Kubang Catak,Chicken Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.7645683,103.4092191,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,50.68,28.64,9.0
Warong Singgah Sokmo,,Kampung Sura Jeti,Restaurant,Other,5.0,Excellent (≥4.5★),4.7496113,103.4243894,No,No,No,No,Yes,No,Yes,No,No,4,Malay Review Sentiment,63.57,25.28,6.23
Kedai Keropok Lekor 1010 (Aneka Keropok),,Taman Raya,Restaurant,Other,5.0,Excellent (≥4.5★),4.7459152,103.4161175,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,77.26,6.54,4.85
Chef Ena Kitchen Outlets,,Kampung Pak Sabah,Western Restaurant,Western,5.0,Excellent (≥4.5★),4.756062,103.410534399999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Ayam Golek Hawaii,,Jalan Bunga Raya,Restaurant,Other,5.0,Excellent (≥4.5★),4.74769379999999,103.4186591,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,39.84,39.11,7.27
D' Pantai Tomyam,,"363, Jalan Pantai Sura",Restaurant,Other,5.0,Excellent (≥4.5★),4.7472981,103.425161199999,No,No,No,No,No,No,Yes,No,No,6,Seafood & Local Snacks,66.11,22.87,4.58
Kfc Petron Dungun Southbound Drivethru,,Taman Raya,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.74774919999999,103.4159648,No,No,No,Yes,No,No,Yes,No,No,1,Overall Dining Experience,80.36,12.02,2.86
Mee Celup Legend,,Taman Pantai,Restaurant,Other,5.0,Excellent (≥4.5★),4.75525889999999,103.4213886,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,81.3,5.36,3.84
Keropok Losong Lekor 996 (Dungun),,"Batu 48, Jalan Paka",Restaurant,Other,5.0,Excellent (≥4.5★),4.7501844,103.4148585,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,89.53,3.0,2.15
Nasi Dagang Ori Gong Pasir,,Lorong Surau,Restaurant,Other,4.0,Very Good (≥4.0★),4.7486931,103.412825399999,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,58.32,29.85,4.78
Bam Patty By Budak Kitchen,,Kampung Kubang Miang,Restaurant,Other,3.0,Good (≥3.0★),4.763597,103.4086483,No,No,No,Yes,Yes,No,No,No,No,5,Western & Fusion Food,72.3,17.06,5.55
Mee Sup Celup Warisan,,Taman Pantai,Restaurant,Other,5.0,Excellent (≥4.5★),4.7552904,103.421724099999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,82.59,5.0,3.58
Nasi Ayam Hainan Sue'S Style,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),4.7543488,103.4193774,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,78.34,5.94,4.69
Restaurant Saiful 21,,Kuala Terengganu,Restaurant,Other,1.0,Below Average (<3.0★),4.7540436,103.4153966,No,No,No,No,Yes,No,No,No,No,1,Overall Dining Experience,77.01,13.94,4.64
Acid Dungun Corner,,Kampung Pak Sabah,Restaurant,Other,4.0,Very Good (≥4.0★),4.7573617,103.4035816,No,No,No,No,No,No,No,No,No,5,Western & Fusion Food,74.38,16.76,2.95
Warung No 5,,Kampung Sura Gate,Breakfast Restaurant,Cafe,4.0,Very Good (≥4.0★),4.7546611,103.4151859,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,65.87,16.68,12.11
Warung Resepi Gugel,,Jalan Sura Gate,Seafood Restaurant,Seafood,5.0,Excellent (≥4.5★),4.7560281,103.418503,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,71.73,18.01,3.21
Hi Bob/Uncle Bob Fried Chicken,,Taman Pantai,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.755292,103.4215322,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,69.31,17.9,6.34
Satay Adi,,Batu 48,Restaurant,Other,5.0,Excellent (≥4.5★),4.7504522,103.416241599999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,57.22,36.06,2.32
Ayam Gepuk Pak Gembus,,Mukim,Asian Restaurant,Asian,1.0,Below Average (<3.0★),4.7547871,103.419761799999,No,No,No,No,No,Yes,No,Yes,No,1,Overall Dining Experience,73.56,14.58,6.62
Warung Dee Roti Canai,,Dungun,Breakfast Restaurant,Cafe,4.0,Very Good (≥4.0★),4.7428779,103.412302,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,68.21,22.01,3.05
Ayam Penyet Ap,,Jalan Bukit Pak Sabah,Restaurant,Other,2.0,Below Average (<3.0★),4.75642219999999,103.4043647,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,89.24,2.77,2.41
Nasi Dagang Sapa Malam,,Taman Raya,Restaurant,Other,5.0,Excellent (≥4.5★),4.74891949999999,103.4149126,No,No,No,No,No,No,No,No,No,6,Seafood & Local Snacks,64.17,20.32,7.15
Nasi Dagang Pok Yusop,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),4.7555834,103.415808,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,58.18,27.34,8.05
Sudu Garfu,,Kuala Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),4.7534737,103.4150214,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Sambalado Corner & Biryani Damsyiq,,Jalan Yahya Ahmad,Restaurant,Other,5.0,Excellent (≥4.5★),4.7541804,103.416097999999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,56.07,39.1,1.84
Dessert Singgit,,Dungun,Restaurant,Other,5.0,Excellent (≥4.5★),4.7550707,103.4222221,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Satey Norizan,,Kampung Alor Tembesu,Restaurant,Other,5.0,Excellent (≥4.5★),4.7498369,103.411263699999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,85.62,4.27,3.05
Ah Wah Pan Mee Pasar,,Dungun,Breakfast Restaurant,Cafe,5.0,Excellent (≥4.5★),4.7786816,103.4214918,No,No,No,No,No,No,No,No,No,5,Western & Fusion Food,67.95,19.27,3.82
Dgn Point,,"49, Jalan Besar",Restaurant,Other,3.0,Good (≥3.0★),4.7425995,103.4176708,No,No,No,No,Yes,Yes,No,Yes,No,4,Malay Review Sentiment,71.62,13.11,8.19
Akok Open Bako Dlm Van,,Dungun,Restaurant,Other,5.0,Excellent (≥4.5★),4.7551437,103.4184351,No,No,No,No,No,No,No,No,No,6,Seafood & Local Snacks,73.04,16.69,3.15
Roti Jala House,,Dungun,Restaurant,Other,5.0,Excellent (≥4.5★),4.7554674,103.413411799999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,85.19,4.25,3.04
Kampung Burger Cawangan Dungun Cawangan 2 Taman Poket (Arena Square),,Dungun,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.769273,103.4180616,No,No,No,No,No,No,No,No,No,5,Western & Fusion Food,44.62,44.07,4.25
Riverbank Dungun Guesthouse & Caf,,Jalan Rajawali,Restaurant,Other,5.0,Excellent (≥4.5★),4.7850823,103.4205046,No,No,No,Yes,No,No,Yes,Yes,Yes,1,Overall Dining Experience,65.75,24.14,6.86
Warung D'Selekoh,,Taman Raya,Restaurant,Other,5.0,Excellent (≥4.5★),4.75220479999999,103.4169299,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Qimily Celup Tepung,,Kampung Sura Gate,Asian Restaurant,Asian,3.0,Good (≥3.0★),4.7458633,103.425802499999,No,No,No,No,Yes,No,Yes,No,No,6,Seafood & Local Snacks,68.08,21.44,7.53
Siakap Garing Cili Songkhla,,"Batu 48, Jalan Paka",Restaurant,Other,5.0,Excellent (≥4.5★),4.7504031,103.4147885,No,Yes,No,No,No,No,Yes,No,No,1,Overall Dining Experience,62.33,20.76,9.09
D' Apple Fried Chicken,,Dungun,Chicken Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.75502609999999,103.414445,No,Yes,No,No,Yes,No,Yes,Yes,No,4,Malay Review Sentiment,77.76,16.4,3.68
Bana Burger,,Jalan Baru Pak Sabah,Hawker Stall,Malay,5.0,Excellent (≥4.5★),4.7551375,103.414793199999,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Char Kuey Teow Orang Mude By Fz Corner,,Taman Raya,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),4.747055,103.415505,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,85.39,4.06,3.18
Jubille Nasi Ayam,,Kuala Terengganu,Hawker Stall,Malay,5.0,Excellent (≥4.5★),4.748796,103.412301,Yes,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,59.79,28.41,9.63
Kedai Makan Pak Sabah,,Dungun,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),4.7558039,103.409815999999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Kedai Makan Maidam Kak Ton,,Jalan Teluk Lipat,Breakfast Restaurant,Cafe,5.0,Excellent (≥4.5★),4.76001319999999,103.421927099999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,57.02,29.45,8.5
Kedai Makan Tomyam Pok Tek,,Kampung Pak Sabah,Restaurant,Other,3.0,Good (≥3.0★),4.74605219999999,103.4092017,No,Yes,No,Yes,No,No,No,Yes,No,4,Malay Review Sentiment,57.44,26.3,4.93
Mee Sup Sue Bunga,,Dungun,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),4.7539763,103.4169007,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,53.08,26.91,15.39
"Kedai Makan Sup Tulang Dan Sup Belut,Amz Mudahkire Ent.",,Dungun,Restaurant,Other,1.0,Below Average (<3.0★),4.756116,103.405581399999,No,No,No,Yes,Yes,No,No,Yes,No,4,Malay Review Sentiment,74.06,16.45,6.22
Keda Makang Mamamia,,Dungun,Restaurant,Other,5.0,Excellent (≥4.5★),4.7542835,103.4143624,No,No,No,Yes,Yes,No,No,No,No,4,Malay Review Sentiment,71.79,16.9,6.26
Dungun,,Dungun,Restaurant,Other,1.0,Below Average (<3.0★),4.75853349999999,103.4139313,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,66.5,8.08,7.66
Seroja Indah Resepi,,Kampung Cacar,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),4.6193982,103.444759699999,Yes,No,No,Yes,No,No,Yes,No,No,6,Seafood & Local Snacks,55.79,26.1,11.2
Pejabat Belia Dan Sukan Daerah,,Kampung Pak Sabah,Restaurant,Other,4.0,Very Good (≥4.0★),4.7461348,103.409569199999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,69.95,11.54,8.09
Goreng Pisang Crispy Gong Pasir Dungun( Gpc ),,Kampung Gong Pasir,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.7489507,103.4111653,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Dungun Check Point,,Dungun,Restaurant,Other,4.0,Very Good (≥4.0★),4.7675247,103.4198643,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Shandong Restaurant,,Lorong Nibung Stesen 6,Restaurant,Other,5.0,Excellent (≥4.5★),4.7591806,103.4107911,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Goreng Pisang Nge Kuih Mokcik Jaroh,,Kampung Sura,Restaurant,Other,4.0,Very Good (≥4.0★),4.7536939,103.4123262,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,75.25,11.05,5.64
Warung Kak Da,,Kuala Terengganu,Hawker Stall,Malay,5.0,Excellent (≥4.5★),4.7546235,103.4144833,Yes,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,84.63,8.39,5.65
Dungun Check Point And Services Cafe,,Kampung Teluk Lipat,Family Restaurant,Family,5.0,Excellent (≥4.5★),4.76185709999999,103.4187595,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Papa Teh Dine & Chill - Port Laksa Penang Padu Di Terengganu !,,Kampung Sura Tengah,Restaurant,Other,5.0,Excellent (≥4.5★),4.73340849999999,103.430585499999,No,No,No,No,Yes,Yes,Yes,No,No,1,Overall Dining Experience,57.56,27.58,10.12
Plato Cafe,,"41, Jalan Mustaffa",Asian Restaurant,Asian,5.0,Excellent (≥4.5★),4.7685799,103.4183762,No,No,No,No,Yes,No,No,No,No,2,Traditional Malay Food,60.18,25.05,7.29
Derak Cafe,,"Batu 49, Jalan Paka",Restaurant,Other,5.0,Excellent (≥4.5★),4.7396186,103.4187474,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,69.18,22.6,4.49
Dungun Yong Tau Fuu (Balai Besar),,Malaysia,Restaurant,Other,5.0,Excellent (≥4.5★),4.7343367,103.412398799999,No,No,No,Yes,Yes,No,No,No,No,1,Overall Dining Experience,75.75,12.13,4.49
Hotel Uitm,,Kampung Sura Hujung,Hotel,Other,4.0,Very Good (≥4.0★),4.707774,103.441058,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,Overall Dining Experience,53.07,31.24,10.72
Stesen Celup Tepung Pata,,Dungun,Restaurant,Other,1.0,Below Average (<3.0★),4.74946229999999,103.4245244,No,No,No,No,No,No,Yes,No,No,4,Malay Review Sentiment,73.59,16.57,4.93
Taman Teluk Lipat,,Kuala Terengganu,Restaurant,Other,3.0,Good (≥3.0★),4.75974519999999,103.4196145,No,No,No,No,No,No,Yes,No,No,6,Seafood & Local Snacks,85.84,4.41,3.06
Warung Tok Yeh,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),4.7538617,103.419427,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,74.65,7.27,5.21
Ayam Gepuk Ag ( Cawangan Dungun ),,Taman Sufa,Indonesian Restaurant,Indonesian,3.0,Good (≥3.0★),4.75579259999999,103.4191816,Yes,No,No,No,No,Yes,No,Yes,No,4,Malay Review Sentiment,69.55,25.27,3.28
Sheikh Syed Mohamad Restaurant,,Dungun,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),4.7555102,103.412245,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
The Retreat Tanjung Jara,,Kampung Kubang Putat,Lodging,Other,1.0,Below Average (<3.0★),4.80093959999999,103.4278416,No,No,No,No,Yes,No,Yes,Yes,No,1,Overall Dining Experience,68.49,22.4,6.88
Kedai Keropok Lekor Gong Pasir,,Kampung Gong Pasir Jabi,Restaurant,Other,4.0,Very Good (≥4.0★),4.74583529999999,103.4096295,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,63.24,24.97,3.89
Jemput Singgoh,,Kampung Paya,Restaurant,Other,5.0,Excellent (≥4.5★),4.7418251,103.4129854,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Patin Tempoyak Resipi Ori Temerloh,,Kampung Sura Pantai,Restaurant,Other,5.0,Excellent (≥4.5★),4.75359169999999,103.4234919,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Nasi Kukus A&A ( ),,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),4.7548276,103.4196372,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,71.08,27.14,0.63
Shawarma Habibiy,,Dungun,Hawker Stall,Malay,5.0,Excellent (≥4.5★),4.7589042,103.4178807,Yes,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,73.6,15.89,4.51
Roti Canai Pok Weil,,Kampung Pak Sabah,Restaurant,Other,4.0,Very Good (≥4.0★),4.7560839,103.4099348,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,59.27,28.51,4.25
Burger Siang Hari,,Taman Sufa,Restaurant,Other,5.0,Excellent (≥4.5★),4.7560369,103.417288,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Warung Boye,,Jalan Alor Tembesu,Restaurant,Other,5.0,Excellent (≥4.5★),4.75583629999999,103.414907399999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Burger Sura Gate -Beger Bijork King,,Jalan Haji Zainal Abidin,Restaurant,Other,5.0,Excellent (≥4.5★),4.7572274,103.416789299999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Restoran Dapur Cikgu,,Dungun,Restaurant,Other,5.0,Excellent (≥4.5★),4.7554053,103.413018499999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Gemilang International (M) Sdn. Bhd.,,Dungun,Halal Restaurant,Other,5.0,Excellent (≥4.5★),4.7546684,103.4149358,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Nara Tomyam,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),4.7556711,103.410841499999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Ayam Gepuk Ibuk Bapak,,Dungun,Indonesian Restaurant,Indonesian,1.0,Below Average (<3.0★),4.7521172,103.4156115,Yes,No,No,No,No,No,No,No,No,1,Overall Dining Experience,65.23,19.5,12.14
Medan Selera No. 8,,Dungun,Restaurant,Other,5.0,Excellent (≥4.5★),4.75892489999999,103.4172541,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Nasi Kerabu,,"2300, Darul Iman",Asian Restaurant,Asian,5.0,Excellent (≥4.5★),4.7435702,103.4233678,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Master Pisang,,Kampung Sura Gate,Family Restaurant,Family,1.0,Below Average (<3.0★),4.7552493,103.418908,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,74.95,19.22,3.82
Rahmatt Tomyam,,Kuala Terengganu,Thai Restaurant,Thai,3.0,Good (≥3.0★),4.753286,103.415021799999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,70.86,16.94,5.18
Pawang Corner Char Kuey Teow,,Taman Raya,Fast Food Restaurant,Fast Food,4.0,Very Good (≥4.0★),4.7500992,103.4152934,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Ngk,,Kampung Alor Tembesu,Restaurant,Other,5.0,Excellent (≥4.5★),4.75606499999999,103.416116,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
D.Juicylicious Kedai Air Buoh,,Dungun,Family Restaurant,Family,5.0,Excellent (≥4.5★),4.7537863,103.4120185,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Kedai Mee Sup Matsaid,,Kampung Pak Sabah,Restaurant,Other,2.0,Below Average (<3.0★),4.7545152,103.4070879,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Kedai Pak Sabah Frozen,,Kampung Sura,Restaurant,Other,5.0,Excellent (≥4.5★),4.75419949999999,103.412154199999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Thai Seafood Tomyam Kelapa,,Kampung Teluk Lipat,Restaurant,Other,5.0,Excellent (≥4.5★),4.7618994,103.420395899999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Aedeliciouspizza &Burgerstation,,Taman Pantai,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.75495899999999,103.420728799999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Roti Canai Pokcik,,Taman Sufa,Family Restaurant,Family,5.0,Excellent (≥4.5★),4.755375,103.418914199999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Nasi Kerabu Mat Anip,,Batu 48,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),4.7528367,103.4150564,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Gtr Burger Kg Kubang Miang,,Kuala Terengganu,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.7565367,103.4070417,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Tokmie Nasi Dagang,,Kampung Pak Sabah,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),4.754891,103.408763999999,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Thesona Yong Tau Foo,,Jln Gong Pasir,Restaurant,Other,5.0,Excellent (≥4.5★),4.75045999999999,103.409301899999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Warong Tomyam Ikan 4S,,Unknown,Restaurant,Other,4.0,Very Good (≥4.0★),5.0727655,103.046082599999,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,60.79,26.05,7.71
Kb Rampai Restaurant,,Kampung Batu 24,Restaurant,Other,5.0,Excellent (≥4.5★),5.0735518,103.0299704,No,No,No,No,Yes,Yes,No,No,No,1,Overall Dining Experience,68.31,17.04,8.73
Erra Restoran,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0719286,103.0258229,No,No,No,No,Yes,No,No,No,No,2,Traditional Malay Food,61.9,20.1,8.33
Warung Mr.Baung,,Hulu Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.172039,102.8333883,No,Yes,No,Yes,No,Yes,No,No,No,6,Seafood & Local Snacks,68.87,21.42,6.75
Warung Mek Lamah - Masakan Dapur Kayu,,Kampung Dusun,Restaurant,Other,5.0,Excellent (≥4.5★),5.0670429,102.9452467,No,No,No,Yes,No,No,No,No,No,6,Seafood & Local Snacks,68.39,21.16,5.56
Keropok Lekor Kuala Berang (Kb Leko Hq),,Kg Batu 24,Fish & Chips Restaurant,Western,5.0,Excellent (≥4.5★),5.07273109999999,103.0249381,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,64.7,22.64,8.09
Cpn Restaurant,,Kampung Batu 24,Restaurant,Other,5.0,Excellent (≥4.5★),5.0727952,103.0248532,No,No,No,Yes,No,No,No,No,No,6,Seafood & Local Snacks,60.56,29.33,7.29
Restoran Sup Sri Adidah,,Kuala Terengganu,Malaysian Restaurant,Malay,4.0,Very Good (≥4.0★),5.0765687,103.0979569,Yes,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,72.56,13.9,4.14
Surimu Coffee House,,Kampung Batu 23,Western Restaurant,Western,5.0,Excellent (≥4.5★),5.07229529999999,103.0460313,No,No,No,No,No,No,Yes,Yes,No,5,Western & Fusion Food,66.81,17.88,10.76
Umira Nasi Kukus Kuala Berang,,Hulu Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.0731456,103.0220969,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,66.82,16.49,6.31
Murtabak Rusa Warisan Kota Temir,,Hulu Terengganu,Asian Restaurant,Asian,2.0,Below Average (<3.0★),5.0657833,102.9567261,No,No,No,Yes,Yes,No,Yes,No,No,4,Malay Review Sentiment,70.38,19.76,6.38
